201	3.59836e-06	9145	308
202	3.61702e-06	9226	337
203	3.63568e-06	9211	352
204	3.65433e-06	9245	355
205	3.67297e-06	9243	355
206	3.69161e-06	9210	353
207	3.71025e-06	9204	357
208	3.72888e-06	9258	352
209	3.7475e-06	9220	360
210	3.76612e-06	9233	355
211	3.78473e-06	9263	262
212	3.80334e-06	8865	269
213	3.82194e-06	8161	270
214	3.84053e-06	8154	268
215	3.85913e-06	8182	271
216	3.87771e-06	8180	270
217	3.89629e-06	8148	271
218	3.91487e-06	8143	272
219	3.93344e-06	8158	269
220	3.952e-06	8167	272
221	3.97056e-06	8190	271
222	3.98912e-06	8481	302
223	4.00767e-06	8224	270
224	4.02621e-06	8157	271
225	4.04475e-06	8189	271
226	4.06328e-06	8167	269
227	4.08181e-06	8197	273
228	4.10034e-06	8144	271
229	4.11886e-06	8161	271
230	4.13737e-06	8153	271
231	4.15588e-06	8179	272
232	4.17438e-06	8133	269
233	4.19288e-06	8149	269
234	4.21137e-06	8177	274
235	4.22986e-06	8175	267
236	4.24835e-06	8128	274
237	4.26683e-06	8161	273
238	4.2853e-06	8167	272
239	4.30377e-06	8151	269
240	4.32223e-06	8173	266
241	4.34069e-06	8190	270
242	4.35914e-06	8177	274
243	4.37759e-06	8162	264
244	4.39604e-06	8161	267
245	4.41447e-06	8174	268
246	4.43291e-06	8251	274
247	4.45134e-06	8166	272
248	4.46976e-06	8466	272
249	4.48818e-06	8341	268
250	4.50659e-06	8268	271
251	4.525e-06	8544	268
252	4.54341e-06	8177	269
253	4.56181e-06	8284	271
254	4.5802e-06	8150	272
255	4.59859e-06	8166	272
256	4.61698e-06	8180	267
257	4.63536e-06	8440	288
258	4.65373e-06	8328	271
259	4.6721e-06	8181	272
260	4.69047e-06	8163	275
261	4.70883e-06	8154	273
262	4.72719e-06	8347	278
263	4.74554e-06	8148	266
264	4.76388e-06	8179	274
265	4.78223e-06	8162	273
266	4.80056e-06	8168	271
267	4.8189e-06	8158	269
268	4.83722e-06	8178	273
269	4.85555e-06	8134	274
270	4.87386e-06	8157	270
271	4.89218e-06	8164	272
272	4.91049e-06	8172	273
273	4.92879e-06	8185	277
274	4.94709e-06	8162	271
275	4.96538e-06	8172	270
276	4.98367e-06	8176	269
277	5.00196e-06	8215	272
278	5.02024e-06	8153	268
279	5.03852e-06	8205	273
280	5.05679e-06	8206	272
281	5.07506e-06	8313	274
282	5.09332e-06	8192	276
283	5.11157e-06	8194	273
284	5.12983e-06	8153	268
285	5.14808e-06	8174	267
286	5.16632e-06	8180	270
287	5.18456e-06	8162	272
288	5.20279e-06	8189	271
289	5.22102e-06	8172	268
290	5.23925e-06	8224	271
291	5.25747e-06	8255	276
292	5.27569e-06	8300	273
293	5.2939e-06	8437	272
294	5.3121e-06	8192	270
295	5.33031e-06	8225	273
296	5.3485e-06	8223	269
297	5.3667e-06	8218	273
298	5.38489e-06	8181	269
299	5.40307e-06	8221	267
300	5.42125e-06	8182	270
301	5.43943e-06	8464	274
302	5.4576e-06	8217	270
303	5.47576e-06	8203	272
304	5.49393e-06	8198	271
305	5.51208e-06	8230	268
306	5.53024e-06	8190	274
307	5.54839e-06	8206	269
308	5.56653e-06	8186	271
309	5.58467e-06	8192	268
310	5.60281e-06	8213	269
311	5.62094e-06	8234	269
312	5.63906e-06	8215	269
313	5.65719e-06	8207	270
314	5.6753e-06	8217	272
315	5.69342e-06	8235	270
316	5.71153e-06	8213	274
317	5.72963e-06	8289	270
318	5.74773e-06	8520	269
319	5.76583e-06	8210	270
320	5.78392e-06	8423	271
321	5.80201e-06	8275	269
322	5.82009e-06	8219	269
323	5.83817e-06	8265	271
324	5.85624e-06	8248	272
325	5.87431e-06	8205	272
326	5.89238e-06	8249	270
327	5.91044e-06	8326	273
328	5.92849e-06	8422	272
329	5.94655e-06	8234	271
330	5.9646e-06	8218	273
331	5.98264e-06	8222	276
332	6.00068e-06	8403	270
333	6.01871e-06	8183	278
334	6.03675e-06	8211	269
335	6.05477e-06	8223	274
336	6.0728e-06	8222	272
337	6.09081e-06	8221	265
